cz,czname,ann_avg_job_growth_2004_2013,emp2000,hhinc_mean2000,job_density_2013,poor_share2010,popdensity2010,rent_twobed2015,frac_coll_plus2010,foreign_share2010,med_hhinc2016,gsmn_math_g3_2013
800,Gastonia,-5.611179512925446e-4,0.6161410212516785,68308.7109375,115.02445220947266,0.1719461977481842,267.6228332519531,647.41485595703125,0.16948384046554565,0.03890717774629593,44281.419161822945,3.6218910217285156
900,Charlotte,0.02071482315659523,0.6725046634674072,90042.9375,194.62387084960938,0.1278625726699829,390.97210693359375,836.593994140625,0.31148675084114075,0.09385110437870026,62093.407053492374,3.686108350753784
1001,Boone,0.00942970346659422,0.5432974696159363,56784.83984375,45.332820892333984,0.2480067014694214,101.52426147460938,747.40301513671875,0.2988365888595581,0.02707948535680771,35546.45487832874,3.8826944828033447
1002,Morganton,-0.0087370490655303,0.5956152081489563,59871.203125,46.14403533935547,0.1777646690607071,114.26171112060547,567.279052734375,0.14726613461971283,0.03970910608768463,39007.97903783113,3.309312105178833
1100,Hickory,-0.0014470764435827732,0.6667019724845886,73761.640625,112.2773666381836,0.13261085748672485,254.68995666503906,658.57293701171875,0.18200477957725525,0.04903974384069443,49037.547274101315,3.6313705444335938
1201,Franklin,-0.010239244438707829,0.5300090312957764,61883.453125,22.537355422973633,0.1710911989212036,56.685546875,683.23748779296875,0.206516295671463,0.056732576340436935,39195.22843539583,3.9027259349823
1202,Sylva,-0.012586211785674095,0.5486095547676086,58278.671875,19.503658294677734,0.20929259061813354,64.5174789428711,611.03228759765625,0.2390078753232956,0.0372714139521122,37826.87985042701,3.0434353351593018
1203,Asheville,0.007684798911213875,0.5802049040794373,67715.2109375,88.14958190917969,0.13986532390117645,191.47145080566406,753.2374267578125,0.27694228291511536,0.05469055101275444,47105.82984159428,3.896134376525879
1204,Andrews,-0.007510690484195948,0.5008419752120972,57514.19140625,22.644163131713867,0.14069963991641998,60.29180145263672,657.4664306640625,0.1882503181695938,0.022599339485168457,38203.11891265138,3.552682638168335
1301,Bennettsville,0.0034808062482625246,0.5225450396537781,52021.02734375,21.995716094970703,0.2458021640777588,59.17267608642578,520.33154296875,0.1027323305606842,0.02230788581073284,34067.11921973912,2.4938628673553467
1302,Florence,0.003260203404352069,0.5816385746002197,63972.953125,51.350006103515625,0.19285041093826294,123.53195190429688,684.36785888671875,0.18879704177379608,0.04186893627047539,41692.25016419428,2.813555955886841
1400,Fayetteville,-0.0020446244161576033,0.5237014293670654,64324.68359375,63.75563049316406,0.20447085797786713,184.07252502441406,685.72845458984375,0.18924438953399658,0.05496092885732651,42615.293735548184,3.220588445663452
1500,Wilmington,0.009686045348644257,0.575233519077301,69461.25,54.12150573730469,0.16406019032001495,122.47636413574219,809.107666015625,0.2568263113498688,0.04467856138944626,48995.820171597516,3.5555098056793213
1600,Wilson,-0.0047564138658344746,0.5805463194847107,65088.37109375,67.29942321777344,0.18269625306129456,165.2328338623047,641.55242919921875,0.16455146670341492,0.049061186611652374,41301.93191254398,2.727804183959961
1701,Raleigh,0.0201772078871727,0.6730310320854187,88842.1484375,177.92979431152344,0.13281503319740295,355.1257019042969,867.1453857421875,0.383445143699646,0.1129402220249176,64983.993498872354,3.931213140487671
1702,Henderson,-0.011918144300580025,0.533080518245697,57512.6796875,33.05990982055664,0.2753952145576477,97.355621337890625,590.9410400390625,0.11616580188274384,0.03318323567509651,33455.617405187215,2.9280827045440674
1800,Goldsboro,0.001042307703755796,0.5670274496078491,60794.15625,44.13085174560547,0.20185309648513794,105.68440246582031,592.1722412109375,0.1371147632598877,0.08669766038656235,39791.95588794524,3.1246676445007324
1900,Jacksonville,0.008281106129288673,0.5405421853065491,64378.00390625,61.0847053527832,0.17282836139202118,151.90731811523438,713.3228759765625,0.21002620458602905,0.04518510401248932,46037.48756693619,3.2088427543640137
2000,Virginia Beach,0.006735859904438257,0.5767636299133301,77187.953125,218.3544921875,0.10665422677993774,466.7621765136719,1064.9228515625,0.26657480001449585,0.06151456758379936,63517.203716707314,3.586369514465332
2100,Washington,-0.015139875002205372,0.5580887794494629,63275.0703125,17.777751922607422,0.17763689160346985,42.89938735961914,677.3818359375,0.1948285698890686,0.0368010587990284,42919.48104205078,3.203444719314575
2200,South Boston,0.0016929558478295803,0.4990203082561493,56720.87109375,15.957135200500488,0.19408728182315826,41.55853271484375,642.77215576171875,0.14026577770709991,0.02153690904378891,38754.48159233762,2.828886032104492
2300,Lynchburg,0.007592831272631884,0.6018418073654175,68166.5234375,54.9431266784668,0.15730737149715424,119.53687286376953,704.929931640625,0.20894229412078857,0.026240920647978783,49986.84558961296,3.048341989517212
2400,Richmond,0.01002485677599907,0.6443259119987488,88647.5546875,136.96035766601562,0.11372844874858856,273.5467224121094,962.21142578125,0.31974056363105774,0.07002191245555878,66720.90176712586,3.7388434410095215
2500,Newport News,0.0055230408906936646,0.5770013928413391,76761.1640625,138.0677490234375,0.11118437349796295,297.4504699707031,945.28497314453125,0.2721695005893707,0.05570998415350914,61257.85681689008,3.384413480758667
2600,Roanoke Rapids,-0.008046960458159447,0.47458475828170776,52691.03125,18.70771026611328,0.23113113641738892,53.88308334350586,597.15191650390625,0.1169661283493042,0.018514882773160934,32957.18248265339,2.378500461578369
2700,Gulfport,-0.006215022876858711,0.5562961101531982,65672.078125,45.4746208190918,0.15812763571739197,114.09785461425781,713.9091796875,0.17936939001083374,0.03617986664175987,46288.37972423968,2.742149829864502
2800,Laurel,-0.010226761922240257,0.5233041644096375,54268.8671875,15.866707801818848,0.21770018339157104,43.31416320800781,593.824462890625,0.14289827644824982,0.015028953552246094,36423.98743210139,2.1498520374298096
2900,Hattiesburg,-0.0019746555481106043,0.5656406879425049,61327.3046875,29.198604583740234,0.2212267369031906,71.88957977294922,699.34234619140625,0.24489840865135193,0.020442694425582886,42770.73875480997,2.3013529777526855
3001,Kosciusko,-0.013278686441481113,0.44462093710899353,45691.21875,7.923286437988281,0.34013691544532776,25.985483169555664,560.39886474609375,0.14301295578479767,0.007081106770783663,27831.11328104845,2.235267162322998
3002,Yazoo City,-0.02285534143447876,0.44298112392425537,49718.66015625,8.150215148925781,0.3470723032951355,27.910367965698242,577.04705810546875,0.11667626351118088,0.019707296043634415,28546.38063568376,0.7642488479614258
3003,Jackson,-0.006529927719384432,0.5982202291488647,72731.9375,51.939186096191406,0.18541085720062256,120.1883773803711,756.3604736328125,0.2655079960823059,0.02488674409687519,50060.169307389624,2.3228302001953125
3101,McComb,-0.012178205884993076,0.47913530468940735,49784.7578125,12.188308715820312,0.24645256996154785,38.33619689941406,565.3023681640625,0.1292637437582016,0.007466181181371212,30816.17593256815,1.7027400732040405
3102,Brookhaven,-0.008029315620660782,0.5179545879364014,53989.734375,16.84625244140625,0.17978441715240479,47.009002685546875,583.61700439453125,0.1600913554430008,0.007198953069746494,38453.82087116616,2.425729990005493
3201,Jena,0.012567567639052868,0.4582085907459259,50068.5625,7.650547981262207,0.17561595141887665,18.981552124023438,537.6961669921875,0.12101994454860687,0.006174758542329073,37346.16369529984,2.4025745391845703
3202,Natchez,-0.007656801957637072,0.46955302357673645,50478.828125,9.526246070861816,0.2921132743358612,28.586477279663086,477.6712646484375,0.15316490828990936,0.007909640669822693,31143.528267833775,1.7834776639938354
3203,Vicksburg,-0.015031338669359684,0.5244094133377075,58421.078125,12.589431762695312,0.26529863476753235,35.21906280517578,565.3609619140625,0.20882855355739594,0.01099949236959219,36377.82791958668,1.4299898147583008
3300,New Orleans,-0.008480584248900414,0.576069176197052,72945.7421875,144.10055541992188,0.16477853059768677,319.70941162109375,918.8040771484375,0.24748988449573517,0.0657939612865448,52760.3381866174,2.590782403945923
3400,Houma,0.009257554076611996,0.5340479016304016,62842.7734375,39.86043930053711,0.17567454278469086,89.61891174316406,734.57440185546875,0.12946848571300507,0.026001377031207085,49860.05630762029,2.6690802574157715
3500,Baton Rouge,0.015808604657649994,0.5893449187278748,69633.8828125,88.10526275634766,0.17343202233314514,191.73448181152344,791.26763916015625,0.25082850456237793,0.03367384523153305,54115.23069876925,2.2164478302001953
3600,Alexandria,5.272492417134345e-4,0.5120489001274109,57419.078125,27.078964233398438,0.1868290901184082,70.16302490234375,673.24822998046875,0.16347725689411163,0.019688298925757408,40994.866074116406,2.1831839084625244
3700,Lake Charles,-9.222005610354245e-4,0.5285192131996155,63155.91796875,21.904987335205078,0.1579384207725525,55.25274658203125,676.56683349609375,0.16578806936740875,0.02261273004114628,47899.04152159859,2.8375818729400635
3800,Lafayette,0.012605546973645687,0.5435779690742493,60643.84765625,51.763004302978516,0.1954435110092163,116.96444702148438,662.2784423828125,0.17839503288269043,0.025518514215946198,46923.53714317997,2.4301977157592773
3901,Monroe,-0.004440296441316605,0.5417538285255432,59311.2734375,25.638607025146484,0.2255917191505432,64.08499908447266,580.5889892578125,0.18460001051425934,0.011349658481776714,39344.28093547518,2.1949737071990967
3902,Lake Providence,-0.01808849163353443,0.41630351543426514,46412.09375,7.169859886169434,0.2879825532436371,24.81322479248047,482.2150573730469,0.09156864136457443,0.009873644448816776,31518.304808139234,1.6073026657104492
4001,Magnolia,-0.016460463404655457,0.5167418122291565,55857.87109375,8.73740005493164,0.22367151081562042,24.875591278076172,498.1531677246094,0.19468159973621368,0.01788496971130371,37068.68987793894,2.960826873779297
4002,Shreveport,-6.839048583060503e-4,0.5401903390884399,64349.57421875,32.890079498291016,0.19893723726272583,81.35401153564453,730.91204833984375,0.19626666605472565,0.02202337048947811,43736.67972716224,1.9869340658187866
4003,Ruston,0.006413070950657129,0.5008659362792969,54204.49609375,15.289704322814941,0.24043670296669006,39.337764739990234,606.96990966796875,0.24464325606822968,0.026392178609967232,37560.40922090856,2.254059314727783
4004,Many,-0.001862694974988699,0.4713066518306732,52753.40234375,9.887383460998535,0.2066374123096466,27.961368560791016,450.9533996582031,0.11586843430995941,0.010657882317900658,42578.008046878225,2.2173385620117188
4101,Crossett,-0.01075633056461811,0.5215198397636414,58408.63671875,8.5946044921875,0.18408377468585968,23.61598014831543,549.01068115234375,0.1380871683359146,0.019434308633208275,36757.41980506109,3.2626781463623047
4102,Pine Bluff,-0.01918838545680046,0.5062903165817261,57193.546875,11.125822067260742,0.24433471262454987,31.520383834838867,608.53814697265625,0.1540435552597046,0.01954617351293564,35721.84446020417,2.58465313911438
4103,El Dorado,-0.02164834551513195,0.5221741795539856,55821.62890625,9.542804718017578,0.2002415657043457,26.481061935424805,560.58935546875,0.14095015823841095,0.014383413828909397,36961.311165269624,2.6124327182769775
4200,Little Rock,0.005607586354017258,0.6266103982925415,73667.7265625,71.58609771728516,0.1471068263053894,155.48028564453125,731.7840576171875,0.26120710372924805,0.03955112025141716,52506.000847401214,3.1047215461730957
4301,Stuttgart,-0.01740831881761551,0.5467095375061035,53732.1328125,6.803491115570068,0.18763262033462524,15.991724967956543,492.164306640625,0.13108579814434052,0.011227934621274471,36980.92054733439,2.826467752456665
4302,Searcy,0.00233725318685174,0.5396642684936523,57812.47265625,18.123004913330078,0.18099622428417206,45.364253997802734,596.87591552734375,0.15261858701705933,0.019356975331902504,40014.845963667634,2.990666151046753
4401,London,-0.01419779658317566,0.4644276201725006,46302.04296875,28.203693389892578,0.27435845136642456,85.73883056640625,530.8563232421875,0.11284799873828888,0.008404958061873913,31826.77673043032,3.2789461612701416
4402,Richmond,0.007079462055116892,0.5688028931617737,54661.06640625,43.220340728759766,0.23715807497501373,94.76835632324219,568.6015625,0.20786432921886444,0.017856977880001068,40591.569253461115,3.139234781265259
4501,West Liberty,-0.018069956451654434,0.38479799032211304,41731.8359375,8.88830852508545,0.32024386525154114,31.823474884033203,483.76959228515625,0.09371093660593033,0.004565737210214138,26644.929327586928,2.4581665992736816
4502,Hazard,-0.019399944692850113,0.37023651599884033,42143.828125,16.38431167602539,0.2742686867713928,58.11073684692383,482.91815185546875,0.113060861825943,0.0033815233036875725,29257.824708391956,2.4236245155334473
4601,Campbellsville,-0.012279164046049118,0.5270460844039917,49077.59765625,20.794536590576172,0.2337271273136139,53.12253189086914,508.518310546875,0.12923458218574524,0.014085306786000729,33365.12290496441,3.25602650642395
4602,Somerset,-0.008986473083496094,0.49574014544487,47444.2109375,20.66853141784668,0.2512010633945465,59.25495147705078,532.77978515625,0.11249801516532898,0.01140216737985611,31446.08001811675,3.2210373878479004
4701,Greenwood,-0.02523019351065159,0.4931638240814209,51727.2265625,12.051502227783203,0.3076750338077545,36.951141357421875,572.26434326171875,0.16950088739395142,0.019893748685717583,31540.80505643937,2.0706608295440674
4702,Clarksdale,-0.007066767662763596,0.5100454688072205,52834.11328125,15.975905418395996,0.30109310150146484,42.66304397583008,632.8173828125,0.21965588629245758,0.02040215954184532,36149.04621837108,2.285351037979126
4800,Greenville,-0.02784155309200287,0.4695083498954773,52180.6640625,12.203896522521973,0.3450540602207184,38.5052375793457,581.64471435546875,0.1720510721206665,0.00855969451367855,29864.532927453864,1.666526198387146
4901,Jackson,-6.045207846909761e-4,0.5855433940887451,65380.5859375,36.12678146362305,0.18856260180473328,86.99272918701172,632.42962646484375,0.18733201920986176,0.02337487041950226,42849.80349178276,2.8194398880004883
4902,Dyersburg,-0.009576316922903061,0.5305797457695007,55350.484375,19.846519470214844,0.2330016791820526,55.114105224609375,571.82379150390625,0.12006714940071106,0.011790111660957336,37413.85128652891,3.0720229148864746
